Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,exportLat,exportLong,Reporter ISO,Partner Code,Partner,importLat,importLong,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,332,Haiti,18.971187,-72.285215,HTI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,9072,,,,9072,,12815,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,554,New Zealand,-40.900557,174.885971,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,9033,,,,9033,,34818,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,400,Jordan,44.6711949,-93.6294286,JOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,9023,,,,9023,,48544,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,144,Sri Lanka,7.873054,80.771797,LKA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,9000,,,,9000,,8500,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,478,Mauritania,21.00789,-10.940835,MRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,8881,,,,8881,,40726,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,478,Mauritania,21.00789,-10.940835,MRT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,8881,,,,8881,,40726,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,780,Trinidad and Tobago,10.691803,-61.222503,TTO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7984,,,,7984,,15832,,,6
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,208,Denmark,56.26392,9.501785,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7983,,,,7983,,15840,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,887,Yemen,15.552727,48.516388,YEM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,7000,,,,7000,,12000,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,222,El Salvador,13.794185,-88.89653,SLV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,6975,,,,6975,,12694,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,534,Saint Maarten,18.04248,-63.05483,SXM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5572,,,,5572,,16318,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,48,Bahrain,26.0667,50.5577,BHR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5346,,,,5346,,51614,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,796,Turks and Caicos Isds,,,TCA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5136,,,,5136,,52262,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,32,Argentina,-38.416097,-63.616672,ARG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,5000,,,,5000,,22134,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,191,Croatia,45.1,15.2000001,HRV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4900,,,,4900,,32590,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,470,Malta,35.937496,14.375416,MLT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4741,,,,4741,,517,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,796,Turks and Caicos Isds,,,TCA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4659,,,,4659,,35192,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,60,Bermuda,32.3078,-64.7505,BMU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4601,,,,4601,,25600,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,659,Saint Kitts and Nevis,17.357822,-62.782998,KNA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4491,,,,4491,,9900,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,208,Denmark,56.26392,9.501785,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4471,,,,4471,,28402,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,752,Sweden,60.128161,18.643501,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,4196,,,,4196,,31607,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,414,Kuwait,29.31166,47.481766,KWT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3780,,,,3780,,12360,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,796,Turks and Caicos Isds,,,TCA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3753,,,,3753,,17956,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,48,Bahrain,26.0667,50.5577,BHR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3661,,,,3661,,36850,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,28,Antigua and Barbuda,17.060816,-61.796428,ATG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3629,,,,3629,,265,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,534,Saint Maarten,18.04248,-63.05483,SXM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3103,,,,3103,,19963,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,862,Venezuela,6.42375,-66.58973,VEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3064,,,,3064,,36570,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,740,Suriname,3.919305,-56.027783,SUR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3057,,,,3057,,6705,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,422,Lebanon,33.854721,35.862285,LBN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,3023,,,,3023,,11207,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,414,Kuwait,29.31166,47.481766,KWT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2968,,,,2968,,25000,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,780,Trinidad and Tobago,10.691803,-61.222503,TTO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2737,,,,2737,,18708,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,52,Barbados,13.193887,-59.543198,BRB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2348,,,,2348,,7802,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,392,Japan,36.204824,138.252924,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2325,,,,2325,,28886,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,410,Rep. of Korea,29.745424,-95.462645,KOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2300,,,,2300,,25504,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,152,Chile,-35.675147,-71.542969,CHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2191,,,,2191,,6025,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,703,Slovakia,48.669026,19.699024,SVK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,2167,,,,2167,,17483,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,76,Brazil,-14.235004,-51.92528,BRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1800,,,,1800,,3582,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,662,Saint Lucia,13.909444,-60.978893,LCA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1500,,,,1500,,79868,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,170,Colombia,4.570868,-74.297333,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1299,,,,1299,,13413,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,826,United Kingdom,55.378051,-3.435973,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1279,,,,1279,,88749,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,368,Iraq,33.223191,43.679291,IRQ,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1141,,,,1141,,12772,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,533,Aruba,12.52111,-69.968338,ABW,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,1133,,,,1133,,7993,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,144,Sri Lanka,7.873054,80.771797,LKA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,970,,,,970,,3999,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,784,United Arab Emirates,23.424076,53.847818,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,962,,,,962,,7571,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,36,Australia,-25.274398,133.775136,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,911,,,,911,,23097,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,400,Jordan,44.6711949,-93.6294286,JOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,868,,,,868,,5831,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,152,Chile,-35.675147,-71.542969,CHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,732,,,,732,,16597,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,780,Trinidad and Tobago,10.691803,-61.222503,TTO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,697,,,,697,,5771,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,446,"China, Macao SAR",22.198745,113.543873,MAC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,649,,,,649,,12000,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,92,Br. Virgin Isds,18.420695,-64.639968,VGB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,647,,,,647,,9234,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,48,Bahrain,26.0667,50.5577,BHR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,626,,,,626,,10424,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,710,South Africa,-30.559482,22.937506,ZAF,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,619,,,,619,,34560,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,84,Belize,17.189877,-88.49765,BLZ,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,610,,,,610,,2820,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,442,Luxembourg,49.815273,6.129583,LUX,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,567,,,,567,,314,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,591,Panama,8.537981,-80.782127,PAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,525,,,,525,,4103,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,222,El Salvador,13.794185,-88.89653,SLV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,522,,,,522,,17104,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,28,Antigua and Barbuda,17.060816,-61.796428,ATG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,477,,,,477,,2975,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,348,Hungary,47.162494,19.5033041,HUN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,473,,,,473,,18939,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,558,Nicaragua,12.865416,-85.207229,NIC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,464,,,,464,,4102,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,170,Colombia,4.570868,-74.297333,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,424,,,,424,,4826,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,348,Hungary,47.162494,19.5033041,HUN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,418,,,,418,,6713,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,92,Br. Virgin Isds,18.420695,-64.639968,VGB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,371,,,,371,,5347,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,191,Croatia,45.1,15.2000001,HRV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,363,,,,363,,508,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,392,Japan,36.204824,138.252924,JPN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,353,,,,353,,6048,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,368,Iraq,33.223191,43.679291,IRQ,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,348,,,,348,,3680,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,100,Bulgaria,42.733883,25.48583,BGR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,276,,,,276,,29816,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,826,United Kingdom,55.378051,-3.435973,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,240,,,,240,,8736,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,757,Switzerland,46.818188,8.227512,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,179,,,,179,,11300,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,682,Saudi Arabia,23.885942,45.079162,SAU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,161,,,,161,,3286,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,332,Haiti,18.971187,-72.285215,HTI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,145,,,,145,,4365,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,36,Australia,-25.274398,133.775136,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,130,,,,130,,10710,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,710,South Africa,-30.559482,22.937506,ZAF,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,74,,,,74,,3840,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,710,South Africa,-30.559482,22.937506,ZAF,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,42,,,,42,,515,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,300,Greece,39.074208,21.824312,GRC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,42,,,,42,,1018,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,634,Qatar,25.354826,51.183884,QAT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,17,,,,17,,3920,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,499,Montenegro,42.708678,19.37439,MNE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16,,,,16,,3451,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,579,Norway,60.472024,8.468946,NOR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,16,,,,16,,902,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,0,World,0,0,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,636870964,,,6
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,0,World,0,0,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,3419329,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,344,"China, Hong Kong SAR",22.3193039,114.1693611,HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,130922123,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,344,"China, Hong Kong SAR",22.3193039,114.1693611,HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,259903,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,381,Italy,41.87194,12.56738,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,177896,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,381,Italy,41.87194,12.56738,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,2751,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,484,Mexico,23.634501,-102.552784,MEX,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,25566454,,,6
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,484,Mexico,23.634501,-102.552784,MEX,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,2175769,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,528,Netherlands,52.132633,5.291266,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1027320,,,6
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,528,Netherlands,52.132633,5.291266,NLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,5767,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,608,Philippines,12.879721,121.774017,PHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1302537,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,608,Philippines,12.879721,121.774017,PHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,14827,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,0,World,0,0,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,446472875,,,6
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,0,World,0,0,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1960509,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,156,China,35.86166,104.195397,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,21424100,,,6
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,156,China,35.86166,104.195397,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,38546,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,203,Czechia,49.817492,15.472962,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,590757,,,6
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,203,Czechia,49.817492,15.472962,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,5636,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,251,France,46.227638,2.213749,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,347195,,,6
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,251,France,46.227638,2.213749,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,2985,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,344,"China, Hong Kong SAR",22.3193039,114.1693611,HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,54010496,,,6
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,344,"China, Hong Kong SAR",22.3193039,114.1693611,HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,115196,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,0,World,0,0,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,733864419,,,6
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,0,World,0,0,WLD,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,4343989,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,156,China,35.86166,104.195397,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,283035161,,,6
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,156,China,35.86166,104.195397,CHN,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1002337,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,251,France,46.227638,2.213749,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,359285,,,6
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,251,France,46.227638,2.213749,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,15584,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,344,"China, Hong Kong SAR",22.3193039,114.1693611,HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,213033301,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,344,"China, Hong Kong SAR",22.3193039,114.1693611,HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,548427,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,372,Ireland,53.1423672,-7.6920536,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,3114106,,,6
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,372,Ireland,53.1423672,-7.6920536,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,19949,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,608,Philippines,12.879721,121.774017,PHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,371841,,,6
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,608,Philippines,12.879721,121.774017,PHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,4667,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,702,Singapore,1.352083,103.819836,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,1567018,,,6
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,702,Singapore,1.352083,103.819836,SGP,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,8500,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,826,United Kingdom,55.378051,-3.435973,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,376666,,,6
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,826,United Kingdom,55.378051,-3.435973,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",1,No Quantity,0,,,,0,,30048,,,0
