Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,exportLat,exportLong,Reporter ISO,Partner Code,Partner,importLat,importLong,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,170,Colombia,4.570868,-74.297333,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,418408,,,,418408,,401514,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,332,Haiti,18.971187,-72.285215,HTI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,410224,,,,410224,,295026,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,705,Slovenia,46.151241,14.995463,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,386619,,,,386619,,117830,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,591,Panama,8.537981,-80.782127,PAN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,381334,,,,381334,,244162,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,300,Greece,39.074208,21.824312,GRC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,380360,,,,380360,,191214,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,188,Costa Rica,9.748917,-83.753428,CRI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,377277,,,,377277,,320472,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,376,Israel,31.046051,34.851612,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,368207,,,,368207,,205609,,,6
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,231,Ethiopia,9.145,40.489673,ETH,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,367978,,,,367978,,56549,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,222,El Salvador,13.794185,-88.89653,SLV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,357245,,,,357245,,178428,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,826,United Kingdom,55.378051,-3.435973,GBR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,348332,,,,348332,,253433,,,6
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,604,Peru,-9.189967,-75.015152,PER,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,345661,,,,345661,,159795,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,170,Colombia,4.570868,-74.297333,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,338194,,,,338194,,354084,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,834,United Rep. of Tanzania,45.4256169,-75.6721635,TZA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,333363,,,,333363,,299190,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,376,Israel,31.046051,34.851612,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,321143,,,,321143,,533545,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,508,Mozambique,-18.665695,35.529562,MOZ,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,311600,,,,311600,,211772,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,418,Lao People's Dem. Rep.,19.85627,102.495496,LAO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,307699,,,,307699,,77093,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,36,Australia,-25.274398,133.775136,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,307599,,,,307599,,325333,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,222,El Salvador,13.794185,-88.89653,SLV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,296637,,,,296637,,168404,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,604,Peru,-9.189967,-75.015152,PER,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,295417,,,,295417,,108138,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,188,Costa Rica,9.748917,-83.753428,CRI,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,281734,,,,281734,,185522,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,558,Nicaragua,12.865416,-85.207229,NIC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,280135,,,,280135,,283160,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,834,United Rep. of Tanzania,45.4256169,-75.6721635,TZA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,273935,,,,273935,,105220,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,780,Trinidad and Tobago,10.691803,-61.222503,TTO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,256102,,,,256102,,142175,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,780,Trinidad and Tobago,10.691803,-61.222503,TTO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,253166,,,,253166,,157303,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,757,Switzerland,46.818188,8.227512,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,250513,,,,250513,,211116,,,6
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,300,Greece,39.074208,21.824312,GRC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,244935,,,,244935,,167923,,,6
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,218,Ecuador,-1.831239,-78.183406,ECU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,240000,,,,240000,,83796,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,50,Bangladesh,23.684994,90.356331,BGD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,234240,,,,234240,,79112,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,710,South Africa,-30.559482,22.937506,ZAF,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,231073,,,,231073,,110600,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,218,Ecuador,-1.831239,-78.183406,ECU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,230869,,,,230869,,105135,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,300,Greece,39.074208,21.824312,GRC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,221870,,,,221870,,105230,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,388,Jamaica,18.109581,-77.297508,JAM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,205939,,,,205939,,101690,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,372,Ireland,53.1423672,-7.6920536,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,202166,,,,202166,,479948,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,203,Czechia,49.817492,15.472962,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,201211,,,,201211,,728028,,,6
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,268,Georgia,32.1656221,-82.9000751,GEO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,200458,,,,200458,,119332,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,780,Trinidad and Tobago,10.691803,-61.222503,TTO,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,199424,,,,199424,,84492,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,152,Chile,-35.675147,-71.542969,CHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,193979,,,,193979,,316791,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,512,Oman,21.4735329,55.975413,OMN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,193221,,,,193221,,82978,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,804,Ukraine,48.379433,31.1655799,UKR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,191857,,,,191857,,78924,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,52,Barbados,13.193887,-59.543198,BRB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,190507,,,,190507,,137079,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,104,Myanmar,21.916221,95.955974,MMR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,186359,,,,186359,,65928,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,757,Switzerland,46.818188,8.227512,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,183011,,,,183011,,137902,,,6
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,76,Brazil,-14.235004,-51.92528,BRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,181057,,,,181057,,159715,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,388,Jamaica,18.109581,-77.297508,JAM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,179692,,,,179692,,129779,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,50,Bangladesh,23.684994,90.356331,BGD,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,178314,,,,178314,,73130,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,84,Belize,17.189877,-88.49765,BLZ,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,177249,,,,177249,,210560,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,84,Belize,17.189877,-88.49765,BLZ,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,174583,,,,174583,,97142,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,348,Hungary,47.162494,19.5033041,HUN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,174442,,,,174442,,79229,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,36,Australia,-25.274398,133.775136,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,164485,,,,164485,,257670,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,233,Estonia,58.595272,25.0136071,EST,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,160866,,,,160866,,66076,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,376,Israel,31.046051,34.851612,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,158799,,,,158799,,167206,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,40,Austria,47.516231,14.550072,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,158720,,,,158720,,83642,,,6
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,440,Lithuania,55.169438,23.881275,LTU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,157318,,,,157318,,345138,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,300,Greece,39.074208,21.824312,GRC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,154830,,,,154830,,75891,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,752,Sweden,60.128161,18.643501,SWE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,154190,,,,154190,,315128,,,6
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,705,Slovenia,46.151241,14.995463,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,154178,,,,154178,,62424,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,222,El Salvador,13.794185,-88.89653,SLV,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,153687,,,,153687,,121924,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,84,Belize,17.189877,-88.49765,BLZ,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,153245,,,,153245,,27911,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,608,Philippines,12.879721,121.774017,PHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,151966,,,,151966,,131098,,,0
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,704,Viet Nam,14.058324,108.277199,VNM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,151481,,,,151481,,48137,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,376,Israel,31.046051,34.851612,ISR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,149326,,,,149326,,196783,,,6
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,40,Austria,47.516231,14.550072,AUT,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,146726,,,,146726,,61728,,,6
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,170,Colombia,4.570868,-74.297333,COL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,143929,,,,143929,,245327,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,381,Italy,41.87194,12.56738,ITA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,141809,,,,141809,,259816,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,136,Cayman Isds,19.3133,-81.2546,CYM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,139199,,,,139199,,77566,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,68,Bolivia (Plurinational State of),-16.290154,-63.588653,BOL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,137930,,,,137930,,115884,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,504,Morocco,31.791702,-7.09262,MAR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,136855,,,,136855,,58020,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,36,Australia,-25.274398,133.775136,AUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,134827,,,,134827,,229036,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,792,Turkey,38.963745,35.243322,TUR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,134746,,,,134746,,49489,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,792,Turkey,38.963745,35.243322,TUR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,133380,,,,133380,,57066,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,52,Barbados,13.193887,-59.543198,BRB,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,132198,,,,132198,,57931,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,208,Denmark,56.26392,9.501785,DNK,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,131624,,,,131624,,8397,,,6
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,372,Ireland,53.1423672,-7.6920536,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,129443,,,,129443,,118079,,,6
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,44,Bahamas,25.03428,-77.39628,BHS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,128501,,,,128501,,66373,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,788,Tunisia,33.886917,9.537499,TUN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,124483,,,,124483,,36643,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,818,Egypt,26.820553,30.802498,EGY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,119317,,,,119317,,66907,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,348,Hungary,47.162494,19.5033041,HUN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,119214,,,,119214,,41255,,,6
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,804,Ukraine,48.379433,31.1655799,UKR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,116985,,,,116985,,101168,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,804,Ukraine,48.379433,31.1655799,UKR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,115605,,,,115605,,57475,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,136,Cayman Isds,19.3133,-81.2546,CYM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,110828,,,,110828,,474984,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,643,Russian Federation,61.52401,105.318756,RUS,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,110414,,,,110414,,98449,,,6
H5,2017,2017,2017,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,792,Turkey,38.963745,35.243322,TUR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,108570,,,,108570,,42292,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,203,Czechia,49.817492,15.472962,CZE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,108555,,,,108555,,173395,,,6
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,344,"China, Hong Kong SAR",22.3193039,114.1693611,HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,105281,,,,105281,,73172,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,428,Latvia,56.879635,24.603189,LVA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,100842,,,,100842,,12101,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,344,"China, Hong Kong SAR",22.3193039,114.1693611,HKG,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,100350,,,,100350,,116055,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,858,Uruguay,-32.522779,-55.765835,URY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,100000,,,,100000,,104200,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,682,Saudi Arabia,23.885942,45.079162,SAU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,100000,,,,100000,,54253,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,705,Slovenia,46.151241,14.995463,SVN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,97569,,,,97569,,52739,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,600,Paraguay,-23.442503,-58.443832,PRY,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,97050,,,,97050,,33630,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,288,Ghana,7.946527,-1.023194,GHA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,95755,,,,95755,,85350,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,862,Venezuela,6.42375,-66.58973,VEN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,88296,,,,88296,,32054,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,558,Nicaragua,12.865416,-85.207229,NIC,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,87862,,,,87862,,196737,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,152,Chile,-35.675147,-71.542969,CHL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,85385,,,,85385,,84055,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,422,Lebanon,33.854721,35.862285,LBN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,82960,,,,82960,,48000,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,60,Bermuda,32.3078,-64.7505,BMU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,82288,,,,82288,,70822,,,6
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,504,Morocco,31.791702,-7.09262,MAR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,80880,,,,80880,,43675,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,616,Poland,51.919438,19.145136,POL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,80648,,,,80648,,45037,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,757,Switzerland,46.818188,8.227512,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,80274,,,,80274,,55195,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,68,Bolivia (Plurinational State of),-16.290154,-63.588653,BOL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,79584,,,,79584,,14316,,,0
H5,2018,2018,2018,4,0,2,Export,842,USA,37.09024,-95.712891,USA,804,Ukraine,48.379433,31.1655799,UKR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,78940,,,,78940,,41470,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,764,Thailand,15.870032,100.992541,THA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,76508,,,,76508,,16500,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,388,Jamaica,18.109581,-77.297508,JAM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,75334,,,,75334,,61934,,,0
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,233,Estonia,58.595272,25.0136071,EST,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,73052,,,,73052,,33590,,,0
H5,2018,2018,2018,4,0,3,Re-Export,842,USA,37.09024,-95.712891,USA,784,United Arab Emirates,23.424076,53.847818,ARE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,72864,,,,72864,,52097,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,246,Finland,61.92411,25.7481511,FIN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,70854,,,,70854,,65500,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,136,Cayman Isds,19.3133,-81.2546,CYM,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,70193,,,,70193,,375517,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,76,Brazil,-14.235004,-51.92528,BRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,68023,,,,68023,,85258,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,37.09024,-95.712891,USA,682,Saudi Arabia,23.885942,45.079162,SAU,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,67899,,,,67899,,38913,,,6
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,251,France,46.227638,2.213749,FRA,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,67332,,,,67332,,307292,,,6
H5,2017,2017,2017,4,0,1,Import,842,USA,37.09024,-95.712891,USA,757,Switzerland,46.818188,8.227512,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,66316,,,,66316,,333803,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,554,New Zealand,-40.900557,174.885971,NZL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,65167,,,,65167,,133806,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,504,Morocco,31.791702,-7.09262,MAR,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,64600,,,,64600,,56002,,,0
H5,2018,2018,2018,4,0,1,Import,842,USA,37.09024,-95.712891,USA,512,Oman,21.4735329,55.975413,OMN,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,63472,,,,63472,,52750,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,37.09024,-95.712891,USA,757,Switzerland,46.818188,8.227512,CHE,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,63414,,,,63414,,353836,,,0
H5,2017,2017,2017,4,0,2,Export,842,USA,37.09024,-95.712891,USA,372,Ireland,53.1423672,-7.6920536,IRL,,,,,,,,3915,"Waste, parings and scrap, of plastics",8,Weight in kilograms,63265,,,,63265,,637809,,,6
